中型车流量,数据时间,大车流量,平均车速,监测点id,微型车流量,长车流量,车头距,id,车流量,平均占道率,轻型车流量
462,"	2019-07-09 00:00:00",204,"9.1900000000000006E+001",1001,1186,181,0,17501,2337,"1.3E+000",304
485,"	2019-07-13 00:00:00",194,"9.4900000000000006E+001",1001,1155,202,0,17581,2359,"1.2E+000",323
488,"	2019-07-15 00:00:00",244,"9.4599999999999994E+001",1001,1214,276,0,17621,2573,"1.5E+000",351
1099,"	2018-06-29 00:00:00",811,"3.8200000000000003E+001",1001,6351,3613,0,10081,12818,"1.1800000000000001E+001",944
461,"	2019-07-22 00:00:00",229,"9.3099999999999994E+001",1001,1154,264,0,17761,2384,"1.8E+000",276
23,"	2019-01-15 00:00:00",15,"8.6900000000000006E+001",1001,7785,12,0,14001,7836,8.0000000000000004E-001,1
1005,"	2018-08-14 00:00:00",585,"1.05E+002",1001,6871,862,0,11001,10145,"1.8999999999999999E+000",822
784,"	2019-01-18 00:00:00",406,"9.3599999999999994E+001",1001,5912,642,0,14061,8352,"2.2999999999999998E+000",608
0,"	2019-01-20 00:00:00",0,"6.9299999999999997E+001",1001,1096,0,0,14101,1096,2.9999999999999999E-001,0
287,"	2019-08-06 00:00:00",104,"9.5599999999999994E+001",1001,802,158,0,18061,1533,"1.3999999999999999E+000",182
681,"	2017-05-06 00:00:00",429,"2.8E+001",1001,3437,1205,0,2441,6349,"8.8000000000000007E+000",597
763,"	2017-05-11 00:00:00",422,"2.3899999999999999E+001",1001,5232,1335,0,2541,8361,"1.2199999999999999E+001",609
433,"	2017-05-17 00:00:00",297,"1.9100000000000001E+001",1001,2525,793,0,2661,4436,"7.5999999999999996E+000",388
956,"	2017-04-05 00:00:00",562,"3.25E+001",1001,5303,1507,0,1821,9127,"9.4000000000000004E+000",799
1247,"	2017-06-15 00:00:00",709,"4.2299999999999997E+001",1001,7291,2082,0,2981,12392,"1.36E+001",1063
164,"	2017-09-20 00:00:00",105,"1.1199999999999999E+001",1001,507,284,0,4681,1189,"1.3E+000",129
500,"	2017-09-14 00:00:00",260,"3.3200000000000003E+001",1001,1825,807,0,4561,3802,"3.2999999999999998E+000",410
365,"	2017-09-08 00:00:00",218,"1.4199999999999999E+001",1001,2148,555,0,4441,3593,"4.0E+000",307
685,"	2017-08-26 00:00:00",409,"2.1699999999999999E+001",1001,4502,1222,0,4261,7374,"1.2199999999999999E+001",556
863,"	2017-08-20 00:00:00",500,"3.7600000000000001E+001",1001,3319,1467,0,4141,6883,"7.5999999999999996E+000",734
1269,"	2017-08-10 00:00:00",787,"4.4299999999999997E+001",1001,6974,2214,0,3941,12367,"1.5300000000000001E+001",1123
400,"	2017-08-03 00:00:00",264,"1.6699999999999999E+001",1001,2487,801,0,3801,4322,"9.0999999999999996E+000",370
342,"	2017-07-13 00:00:00",207,"1.7300000000000001E+001",1001,1943,741,0,3749,3499,"7.9000000000000004E+000",266
233,"	2017-07-24 00:00:00",149,"1.51E+001",1001,1304,503,0,3743,2390,"9.4000000000000004E+000",201
1056,"	2017-07-09 00:00:00",655,"3.45E+001",1001,6619,1816,0,3461,11092,"1.15E+001",946
289,"	2017-07-03 00:00:00",166,"1.6300000000000001E+001",1001,1240,543,0,3341,2469,"3.8999999999999999E+000",231
1367,"	2017-06-27 00:00:00",859,"5.0799999999999997E+001",1001,7039,2430,0,3221,12932,"1.44E+001",1237
655,"	2017-06-21 00:00:00",387,"2.7100000000000001E+001",1001,3813,1180,0,3101,6621,"8.4000000000000004E+000",586
1284,"	2017-03-28 00:00:00",729,"3.7700000000000003E+001",1001,7029,1931,0,1661,12123,"1.09E+001",1150
326,"	2019-05-26 00:00:00",189,"9.75E+001",1001,879,191,0,16621,1791,"1.1000000000000001E+000",206
2814,"	2018-12-12 00:00:00",2555,"4.9100000000000001E+001",1001,22363,7726,0,13321,37777,"2.2E+001",2319
840,"	2018-09-19 00:00:00",592,"1.0090000000000001E+002",1001,4883,947,0,11641,7959,"2.2000000000000002E+000",697
1071,"	2018-08-06 00:00:00",646,"1.043E+002",1001,8324,928,0,10841,11896,"2.2000000000000002E+000",927
861,"	2018-07-15 00:00:00",433,"1.05E+002",1001,7037,550,0,10401,9589,"1.3999999999999999E+000",708
689,"	2018-08-05 00:00:00",366,"1.002E+002",1001,5688,512,0,10821,7898,"1.8E+000",643
2011,"	2018-12-18 00:00:00",2227,"4.6200000000000003E+001",1001,11372,7332,0,13441,24514,"2.5399999999999999E+001",1572
455,"	2019-06-05 00:00:00",232,"7.9E+001",1001,1313,353,0,16821,2674,"1.6000000000000001E+000",321
179,"	2019-05-22 00:00:00",82,"7.25E+001",1001,542,138,0,16541,1059,"2.2000000000000002E+000",118
1168,"	2017-04-30 00:00:00",603,"3.0E+001",1001,6545,1547,0,2321,10845,"1.0199999999999999E+001",982
855,"	2018-09-20 00:00:00",571,"1.0390000000000001E+002",1001,5021,986,0,11661,8159,"2.3999999999999999E+000",726
918,"	2018-12-21 00:00:00",469,"8.45E+001",1001,5840,1142,0,13501,9125,"5.0E+000",756
705,"	2019-05-20 00:00:00",380,"9.7400000000000006E+001",1001,2308,524,0,16501,4420,"1.7E+000",503
341,"	2019-06-14 00:00:00",168,"9.5700000000000003E+001",1001,1027,278,0,17001,2054,"1.6000000000000001E+000",240
484,"	2019-05-19 00:00:00",261,"1.012E+002",1001,1608,272,0,16481,2922,"1.2E+000",297
485,"	2019-06-17 00:00:00",266,"9.9599999999999994E+001",1001,1522,332,0,17061,2979,"1.3999999999999999E+000",374
554,"	2019-06-18 00:00:00",328,"9.5900000000000006E+001",1001,1530,450,0,17081,3239,"1.8E+000",377
561,"	2019-05-18 00:00:00",314,"1.018E+002",1001,1778,372,0,16461,3425,"1.3999999999999999E+000",400
795,"	2018-09-21 00:00:00",548,"1.0140000000000001E+002",1001,4936,1014,0,11681,8013,"2.8999999999999999E+000",720
413,"	2019-05-17 00:00:00",190,"7.9400000000000006E+001",1001,1429,277,0,16441,2606,"1.2E+000",297
970,"	2017-05-02 00:00:00",566,"2.7399999999999999E+001",1001,5957,1505,0,2361,9870,"1.3E+001",872
148,"	2018-12-28 00:00:00",381,"7.7400000000000006E+001",1001,2949,520,0,13641,4134,"5.0E+000",136
3,"	2019-06-25 00:00:00",0,"1.6199999999999999E+001",1001,32,8,0,17221,44,"1.0E+000",1
473,"	2018-09-14 00:00:00",322,"1.0640000000000001E+002",1001,3332,503,0,11581,5036,"1.8E+000",406
562,"	2019-06-28 00:00:00",341,"9.4299999999999997E+001",1001,1477,388,0,17281,3123,"2.1000000000000001E+000",355
551,"	2018-12-31 00:00:00",303,"5.4E+001",1001,4777,365,0,13701,6495,9.0000000000000002E-001,499
687,"	2018-09-22 00:00:00",472,"1.098E+002",1001,4546,686,0,11701,6929,"1.5E+000",538
1224,"	2019-01-03 00:00:00",661,"1.02E+002",1001,6879,894,0,13761,10668,"2.1000000000000001E+000",1010
1107,"	2019-01-04 00:00:00",698,"9.55E+001",1001,5904,1186,0,13781,9795,"3.3999999999999999E+000",900
496,"	2019-05-13 00:00:00",268,"7.2599999999999994E+001",1001,1603,450,0,16361,3173,"1.3999999999999999E+000",356
1039,"	2018-12-05 00:00:00",562,"9.9700000000000003E+001",1001,4478,796,0,13181,7640,"2.2000000000000002E+000",765
147,"	2019-05-12 00:00:00",86,"6.7299999999999997E+001",1001,610,144,0,16341,1106,"1.7E+000",119
400,"	2019-07-11 00:00:00",194,"9.1099999999999994E+001",1001,843,162,0,17541,1851,"1.3E+000",252
465,"	2019-07-12 00:00:00",213,"9.2E+001",1001,1130,246,0,17561,2344,"1.3E+000",290
508,"	2018-09-23 00:00:00",365,"1.115E+002",1001,4044,520,0,11721,5845,"1.2E+000",408
796,"	2018-12-04 00:00:00",466,"8.5799999999999997E+001",1001,3518,756,0,13161,6085,"3.3999999999999999E+000",549
173,"	2019-01-10 00:00:00",131,"7.8400000000000006E+001",1001,942,117,0,13901,1497,"2.1000000000000001E+000",134
431,"	2019-07-17 00:00:00",206,"9.4E+001",1001,1287,222,0,17661,2421,"1.6000000000000001E+000",275
896,"	2018-07-14 00:00:00",520,"1.0390000000000001E+002",1001,6524,569,0,10381,9326,"1.7E+000",817
733,"	2018-08-03 00:00:00",431,"1.0009999999999999E+002",1001,6515,506,0,10781,8807,"1.7E+000",622
4,"	2019-05-08 00:00:00",2,"1.95E+001",1001,8,2,0,16261,19,2.0000000000000001E-001,3
262,"	2018-10-02 00:00:00",226,"9.65E+001",1001,2604,284,0,11901,3566,"1.0E+000",190
723,"	2017-10-29 00:00:00",381,"5.9E+001",1001,3160,935,0,5401,5840,"3.6000000000000001E+000",641
699,"	2018-06-28 00:00:00",565,"5.9E+001",1001,4941,2026,0,10061,8759,"7.5999999999999996E+000",528
2368,"	2018-06-21 00:00:00",1947,"5.1799999999999997E+001",1001,17517,7037,0,9921,31025,"2.1300000000000001E+001",2156
1697,"	2018-06-16 00:00:00",1625,"4.1799999999999997E+001",1001,11698,4703,0,9821,21109,"1.44E+001",1386
1237,"	2018-06-01 00:00:00",876,"4.3100000000000001E+001",1001,11420,3594,0,9701,18271,"2.1600000000000001E+001",1144
2423,"	2018-05-26 00:00:00",1987,"5.1100000000000001E+001",1001,23180,6658,0,9581,36586,"1.9399999999999999E+001",2338
1290,"	2018-05-21 00:00:00",1225,"3.9E+001",1001,10945,4667,0,9481,19344,"1.7800000000000001E+001",1217
1700,"	2018-05-15 00:00:00",1764,"4.85E+001",1001,16773,5537,0,9361,27371,"2.0899999999999999E+001",1597
2492,"	2018-05-09 00:00:00",1886,"4.7299999999999997E+001",1001,19034,7084,0,9241,32723,"2.8100000000000001E+001",2227
28,"	2019-03-07 00:00:00",17,"6.8E+001",1001,176,26,0,15021,272,"1.5E+000",25
2428,"	2017-04-10 00:00:00",1425,"5.5100000000000001E+001",1001,15361,3510,0,1921,24908,"2.0899999999999999E+001",2184
272,"	2018-04-16 00:00:00",169,"7.8200000000000003E+001",1001,749,409,0,8781,1819,"4.2000000000000002E+000",220
125,"	2018-04-09 00:00:00",66,"4.0600000000000001E+001",1001,814,164,0,8641,1302,"3.3999999999999999E+000",133
125,"	2018-04-03 00:00:00",77,"1.9E+001",1001,375,225,0,8521,904,"3.2000000000000002E+000",102
334,"	2018-03-27 00:00:00",200,"3.0100000000000001E+001",1001,1464,554,0,8381,2809,"5.0999999999999996E+000",257
276,"	2018-07-25 00:00:00",190,"3.0399999999999999E+001",1001,2420,967,0,10601,4099,"5.0999999999999996E+000",246
262,"	2018-03-14 00:00:00",167,"5.4100000000000001E+001",1001,709,505,0,8121,1889,"6.4000000000000004E+000",246
625,"	2018-03-06 00:00:00",300,"4.2700000000000003E+001",1001,3077,808,0,7961,5386,"3.2000000000000002E+000",576
697,"	2018-02-25 00:00:00",426,"4.4E+001",1001,2456,1052,0,7781,5220,"4.2999999999999998E+000",589
496,"	2018-02-17 00:00:00",294,"4.5200000000000003E+001",1001,1860,682,0,7621,3755,"4.2000000000000002E+000",423
972,"	2018-02-11 00:00:00",593,"6.4299999999999997E+001",1001,3666,1364,0,7501,7475,"5.2999999999999998E+000",880
300,"	2018-02-04 00:00:00",168,"2.7300000000000001E+001",1001,1351,309,0,7361,2402,"1.3E+000",274
327,"	2018-01-25 00:00:00",179,"3.3200000000000003E+001",1001,831,524,0,7161,2115,"1.8E+000",254
174,"	2018-01-18 00:00:00",88,"1.6899999999999999E+001",1001,410,244,0,7021,1064,"1.0E+000",148
397,"	2018-01-12 00:00:00",171,"4.0299999999999997E+001",1001,1811,447,0,6901,3165,"1.8E+000",339
202,"	2018-01-07 00:00:00",153,"2.7300000000000001E+001",1001,447,367,0,6801,1349,"1.3E+000",180
549,"	2017-12-31 00:00:00",267,"6.0399999999999999E+001",1001,2309,577,0,6661,4169,"2.2000000000000002E+000",467
64,"	2017-12-23 00:00:00",41,"8.9000000000000004E+000",1001,167,93,0,6501,449,4.0000000000000002E-001,84
252,"	2017-12-15 00:00:00",165,"3.0399999999999999E+001",1001,529,421,0,6341,1578,"1.8E+000",211
290,"	2017-12-05 00:00:00",242,"3.7399999999999999E+001",1001,1139,734,0,6141,2648,"3.1000000000000001E+000",243
131,"	2017-11-29 00:00:00",83,"1.26E+001",1001,303,222,0,6021,853,8.0000000000000004E-001,114
1892,"	2017-11-22 00:00:00",1068,"7.9400000000000006E+001",1001,8000,2638,0,5881,15166,"9.8000000000000007E+000",1568
249,"	2017-11-16 00:00:00",142,"1.6600000000000001E+001",1001,726,429,0,5761,1727,"1.8999999999999999E+000",181
201,"	2019-09-17 00:00:00",94,"5.8700000000000003E+001",1001,747,118,0,18901,1314,"1.3E+000",154
387,"	2017-11-02 00:00:00",214,"2.5600000000000001E+001",1001,1213,616,0,5481,2742,"2.3999999999999999E+000",312
417,"	2017-10-25 00:00:00",277,"2.9399999999999999E+001",1001,1500,778,0,5321,3308,"4.7000000000000002E+000",336
1401,"	2017-10-19 00:00:00",841,"7.55E+001",1001,5959,1957,0,5201,11369,"8.5999999999999996E+000",1211
2077,"	2017-10-13 00:00:00",1207,"6.0399999999999999E+001",1001,12197,2875,0,5081,20076,"1.9E+001",1720
852,"	2018-08-20 00:00:00",516,"1.0540000000000001E+002",1001,5882,693,0,11121,8635,"1.8E+000",692
542,"	2017-10-06 00:00:00",319,"3.2E+001",1001,1940,874,0,4901,4113,"4.0E+000",438
451,"	2017-09-30 00:00:00",294,"2.5300000000000001E+001",1001,2010,793,0,4781,3961,"5.2999999999999998E+000",413
145,"	2019-03-12 00:00:00",86,"5.6100000000000001E+001",1001,442,224,0,15121,991,"6.0999999999999996E+000",94
425,"	2018-06-24 00:00:00",330,"3.2200000000000003E+001",1001,3496,1275,0,9981,5949,"6.2999999999999998E+000",423
6,"	2019-03-09 00:00:00",1,"3.1300000000000001E+001",1001,13,0,0,15061,22,2.0000000000000001E-001,2
1144,"	2019-03-03 00:00:00",1143,"5.8100000000000001E+001",1001,5361,3763,0,14941,12265,"1.4699999999999999E+001",854
1221,"	2018-10-27 00:00:00",1188,"6.0600000000000001E+001",1001,10234,3614,0,12401,17386,"1.3199999999999999E+001",1129
898,"	2018-10-25 00:00:00",638,"6.0299999999999997E+001",1001,6434,2869,0,12361,11627,"1.04E+001",788
758,"	2018-08-23 00:00:00",456,"1.0159999999999999E+002",1001,4837,554,0,11181,7186,"1.6000000000000001E+000",581
922,"	2018-10-23 00:00:00",556,"9.6E+001",1001,5196,943,0,12321,8310,"2.3999999999999999E+000",693
295,"	2019-02-15 00:00:00",140,"8.3799999999999997E+001",1001,1319,172,0,14621,2140,"1.3999999999999999E+000",214
211,"	2019-09-16 00:00:00",131,"7.1900000000000006E+001",1001,873,200,0,18881,1597,"2.1000000000000001E+000",182
260,"	2019-02-10 00:00:00",338,"6.0899999999999999E+001",1001,3732,1091,0,14521,5631,"9.4000000000000004E+000",210
181,"	2019-09-05 00:00:00",89,"8.5299999999999997E+001",1001,420,60,0,18661,873,"1.0E+000",123
502,"	2019-02-08 00:00:00",586,"6.7299999999999997E+001",1001,4183,1591,0,14481,7287,"8.3000000000000007E+000",425
406,"	2018-10-19 00:00:00",260,"7.4799999999999997E+001",1001,2504,268,0,12241,3779,"1.0E+000",341
302,"	2019-08-29 00:00:00",113,"9.5099999999999994E+001",1001,814,135,0,18521,1554,"1.2E+000",190
168,"	2019-02-14 00:00:00",121,"6.5400000000000006E+001",1001,1141,177,0,14601,1728,"2.7000000000000002E+000",121
98,"	2019-02-01 00:00:00",43,"3.4600000000000001E+001",1001,287,75,0,14341,549,"1.3E+000",46
135,"	2019-01-31 00:00:00",88,"8.0200000000000003E+001",1001,1108,179,0,14321,1628,"2.8999999999999999E+000",118
228,"	2019-01-30 00:00:00",169,"7.2400000000000006E+001",1001,2245,495,0,14301,3356,"3.0E+000",219
233,"	2019-08-21 00:00:00",97,"9.3200000000000003E+001",1001,708,104,0,18361,1327,"1.0E+000",185
346,"	2019-01-28 00:00:00",249,"9.0E+001",1001,3307,545,0,14261,4744,"3.1000000000000001E+000",297
220,"	2019-08-17 00:00:00",109,"9.2099999999999994E+001",1001,702,68,0,18281,1272,9.0000000000000002E-001,173
1141,"	2018-07-10 00:00:00",1079,"2.7399999999999999E+001",1001,9087,3836,0,10301,16096,"1.6600000000000001E+001",953
74,"	2019-03-11 00:00:00",43,"4.0399999999999999E+001",1001,337,135,0,15101,628,"3.8999999999999999E+000",39
1962,"	2018-06-12 00:00:00",1946,"4.4200000000000003E+001",1001,16346,6688,0,9741,28540,"2.3899999999999999E+001",1598
15,"	2019-03-14 00:00:00",27,"6.7400000000000006E+001",1001,297,17,0,15161,372,"1.0E+000",16
861,"	2018-11-04 00:00:00",680,"7.3700000000000003E+001",1001,5714,2359,0,12561,10255,"7.9000000000000004E+000",641
1152,"	2018-10-09 00:00:00",1513,"2.5300000000000001E+001",1001,9022,3342,0,12041,16077,"1.4199999999999999E+001",1048
204,"	2019-03-19 00:00:00",137,"6.6299999999999997E+001",1001,637,138,0,15261,1277,"1.1000000000000001E+000",161
474,"	2018-11-07 00:00:00",306,"8.7099999999999994E+001",1001,2908,334,0,12621,4405,"1.5E+000",383
68,"	2019-03-23 00:00:00",30,"5.8600000000000001E+001",1001,229,48,0,15341,437,8.0000000000000004E-001,62
1386,"	2018-10-07 00:00:00",1184,"4.7100000000000001E+001",1001,8647,4924,0,12001,17415,"2.1E+001",1274
933,"	2018-07-11 00:00:00",1253,"4.5799999999999997E+001",1001,6462,3587,0,10321,12983,"1.8E+001",748
392,"	2018-11-10 00:00:00",207,"8.7200000000000003E+001",1001,2241,251,0,12681,3359,"1.1000000000000001E+000",268
408,"	2018-11-11 00:00:00",283,"7.2799999999999997E+001",1001,3266,922,0,12701,5176,"4.7000000000000002E+000",297
757,"	2018-01-28 00:00:00",394,"6.0E+001",1001,3057,949,0,7221,5835,"3.5E+000",678
210,"	2018-01-14 00:00:00",135,"1.7399999999999999E+001",1001,543,385,0,6941,1415,"1.3999999999999999E+000",142
562,"	2019-04-03 00:00:00",278,"8.55E+001",1001,1402,377,0,15561,3036,"1.8E+000",417
348,"	2019-04-05 00:00:00",189,"9.3E+001",1001,1176,218,0,15601,2175,"1.2E+000",244
401,"	2018-10-22 00:00:00",236,"8.2E+001",1001,2586,309,0,12301,3819,"2.2000000000000002E+000",287
441,"	2018-11-16 00:00:00",257,"8.3099999999999994E+001",1001,2670,370,0,12801,4091,"1.2E+000",353
1127,"	2017-11-21 00:00:00",735,"5.6899999999999999E+001",1001,3761,2089,0,5861,8582,"9.4000000000000004E+000",870
230,"	2019-07-28 00:00:00",95,"9.6799999999999997E+001",1001,583,86,0,17881,1154,9.0000000000000002E-001,160
428,"	2018-12-02 00:00:00",256,"8.5700000000000003E+001",1001,2742,419,0,13121,4171,"3.0E+000",326
288,"	2019-07-26 00:00:00",161,"9.6200000000000003E+001",1001,800,141,0,17841,1588,"1.5E+000",198
217,"	2019-01-14 00:00:00",114,"8.3400000000000006E+001",1001,3798,169,0,13981,4461,"1.3999999999999999E+000",163
5,"	2019-01-13 00:00:00",0,"7.9700000000000003E+001",1001,1467,0,0,13961,1473,2.9999999999999999E-001,1
778,"	2018-09-12 00:00:00",526,"1.06E+002",1001,5283,880,0,11541,8112,"1.8E+000",645
1225,"	2018-07-04 00:00:00",897,"2.4899999999999999E+001",1001,9069,3144,0,10181,15383,"8.3000000000000007E+000",1048
327,"	2019-07-18 00:00:00",167,"7.9E+001",1001,894,179,0,17681,1770,"1.2E+000",203
498,"	2019-07-16 00:00:00",225,"9.3700000000000003E+001",1001,1244,262,0,17641,2593,"1.3999999999999999E+000",364
1198,"	2017-04-02 00:00:00",660,"3.0699999999999999E+001",1001,7553,1885,0,1761,12321,"1.2699999999999999E+001",1025
1285,"	2019-01-08 00:00:00",765,"1.0440000000000001E+002",1001,8023,1173,0,13861,12312,"2.6000000000000001E+000",1066
1129,"	2019-01-07 00:00:00",658,"1.0009999999999999E+002",1001,6456,1179,0,13841,10319,"3.2000000000000002E+000",897
709,"	2019-01-06 00:00:00",451,"9.5900000000000006E+001",1001,5968,559,0,13821,8252,"1.6000000000000001E+000",565
744,"	2018-09-13 00:00:00",447,"1.0359999999999999E+002",1001,4799,748,0,11561,7377,"2.6000000000000001E+000",639
1021,"	2018-07-18 00:00:00",566,"1.0190000000000001E+002",1001,6663,834,0,10461,10082,"2.1000000000000001E+000",998
531,"	2019-07-05 00:00:00",297,"9.2799999999999997E+001",1001,1260,356,0,17421,2771,"2.2000000000000002E+000",327
617,"	2019-07-04 00:00:00",293,"9.1799999999999997E+001",1001,1475,317,0,17401,3092,"1.6000000000000001E+000",390
997,"	2018-12-06 00:00:00",600,"9.8299999999999997E+001",1001,4932,1025,0,13201,8354,"3.6000000000000001E+000",800
484,"	2019-01-01 00:00:00",337,"1.108E+002",1001,4985,375,0,13721,6573,"1.3E+000",392
885,"	2018-08-10 00:00:00",556,"1.033E+002",1001,6049,669,0,10921,8913,"1.8999999999999999E+000",754
556,"	2019-06-27 00:00:00",307,"9.4900000000000006E+001",1001,1338,328,0,17261,2921,"1.6000000000000001E+000",392
204,"	2018-08-04 00:00:00",133,"1.075E+002",1001,1535,173,0,10801,2206,"1.1000000000000001E+000",161
937,"	2017-03-31 00:00:00",581,"3.0600000000000001E+001",1001,6840,1587,0,1721,10814,"1.5800000000000001E+001",869
248,"	2019-06-23 00:00:00",149,"9.6400000000000006E+001",1001,652,175,0,17181,1383,"1.1000000000000001E+000",159
288,"	2018-07-17 00:00:00",167,"6.8299999999999997E+001",1001,2451,385,0,10441,3511,"1.8999999999999999E+000",220
544,"	2019-06-21 00:00:00",333,"9.5799999999999997E+001",1001,1529,416,0,17141,3231,"1.8999999999999999E+000",409
565,"	2019-06-19 00:00:00",307,"9.6099999999999994E+001",1001,1373,324,0,17101,2966,"1.5E+000",397
576,"	2018-12-25 00:00:00",1751,"3.8E+001",1001,5323,1702,0,13581,9755,"2.1E+001",403
308,"	2019-06-16 00:00:00",186,"9.9900000000000006E+001",1001,933,202,0,17041,1858,"1.2E+000",229
397,"	2018-09-17 00:00:00",251,"1.068E+002",1001,2814,319,0,11601,4120,"1.8999999999999999E+000",339
296,"	2019-06-13 00:00:00",135,"8.8900000000000006E+001",1001,956,133,0,16981,1782,"1.3E+000",262
343,"	2019-06-11 00:00:00",222,"9.4E+001",1001,1411,333,0,16941,2571,"1.7E+000",262
348,"	2019-06-09 00:00:00",212,"9.6900000000000006E+001",1001,1000,183,0,16901,2012,"1.0E+000",269
2331,"	2018-12-10 00:00:00",2370,"5.1E+001",1001,18297,6223,0,13281,31263,"2.0600000000000001E+001",2042
787,"	2018-07-05 00:00:00",1015,"3.4600000000000001E+001",1001,8020,2709,0,10201,13247,"1.39E+001",716
431,"	2019-06-06 00:00:00",240,"9.2299999999999997E+001",1001,1046,229,0,16841,2237,"1.3999999999999999E+000",291
1481,"	2017-04-19 00:00:00",895,"3.4899999999999999E+001",1001,12491,2397,0,2101,18609,"2.3800000000000001E+001",1345
909,"	2018-09-18 00:00:00",521,"1.0059999999999999E+002",1001,5126,995,0,11621,8277,"2.8999999999999999E+000",726
468,"	2019-06-01 00:00:00",226,"9.6400000000000006E+001",1001,1288,239,0,16741,2568,"1.2E+000",347
1879,"	2018-12-15 00:00:00",2457,"3.95E+001",1001,13030,5620,0,13381,24422,"2.25E+001",1436
2248,"	2018-12-14 00:00:00",2174,"4.4799999999999997E+001",1001,15809,6733,0,13361,28665,"2.2800000000000001E+001",1701
2576,"	2018-12-13 00:00:00",2417,"4.8399999999999999E+001",1001,19998,8038,0,13341,35212,"2.2399999999999999E+001",2183
666,"	2019-05-23 00:00:00",368,"9.6299999999999997E+001",1001,2069,474,0,16561,4122,"1.8E+000",545
943,"	2017-04-29 00:00:00",563,"3.1800000000000001E+001",1001,4557,1492,0,2301,8408,"1.04E+001",853
2316,"	2018-12-09 00:00:00",2590,"5.5600000000000001E+001",1001,15667,5873,0,13261,28320,"1.8100000000000001E+001",1874
537,"	2019-06-20 00:00:00",298,"9.45E+001",1001,1407,335,0,17121,2925,"1.6000000000000001E+000",348
43,"	2018-12-29 00:00:00",38,"4.05E+001",1001,252,26,0,13661,405,"1.7E+000",46
782,"	2019-05-15 00:00:00",465,"9.7400000000000006E+001",1001,2518,566,0,16401,4919,"1.8999999999999999E+000",588
